user_id,avg_rating,avg_noised_rating,rating_count,rating_variance,noised_count,noised_variance
507800,3.8,3.2,[0 0 2 1 1],0.69,[1 0 1 1 1],2.19
507810,3.8,3.4,[0 1 3 5 3],0.81,[0 3 2 6 1],0.91
507821,3.2,3.7,[0 0 9 3 0],0.19,[0 1 5 3 3],0.89
507826,3.9,3.7,[1 0 2 8 3],0.98,[0 0 6 6 2],0.49
507830,3.2,3.2,[0 0 3 1 0],0.19,[1 0 0 3 0],1.69
507846,2.7,3.7,[0 1 2 0 0],0.22,[0 0 1 2 0],0.22
507873,3.0,2.9,[6 4 1 9 3],2.13,[4 5 7 4 3],1.59
507902,3.4,4.0,[0 1 1 3 0],0.64,[0 0 2 1 2],0.8
507907,4.6,4.0,[0 0 0 3 5],0.23,[1 0 1 2 4],1.75
507921,2.9,2.9,[ 0  9 16  5  0],0.45,[ 6  3 11  9  1],1.32
507939,3.0,3.0,[0 2 0 0 1],2.0,[0 1 1 1 0],0.67
507986,4.4,3.6,[0 0 0 5 3],0.23,[0 0 4 3 1],0.48
508004,3.5,3.5,[0 1 1 1 1],1.25,[1 0 0 2 1],2.25
508036,4.5,4.0,[0 0 0 1 1],0.25,[0 0 1 0 1],1.0
508039,4.2,4.0,[0 0 1 3 2],0.47,[0 0 2 2 2],0.67
508042,3.3,3.7,[3 0 3 8 1],1.53,[1 1 4 5 4],1.29
508050,3.6,2.8,[0 1 1 2 1],1.04,[1 1 2 0 1],1.76
508069,3.3,2.7,[0 1 4 1 1],0.78,[2 0 3 2 0],1.35
508111,4.5,3.8,[0 0 0 2 2],0.25,[0 0 1 3 0],0.19
508126,4.0,3.5,[0 1 0 1 2],1.5,[1 0 1 0 2],2.75
508136,2.8,3.2,[6 0 2 3 3],2.74,[1 2 6 3 2],1.17
508139,4.3,3.0,[0 0 1 0 2],0.89,[1 0 0 2 0],2.0
508161,4.2,4.0,[0 0 2 0 3],0.96,[0 0 2 1 2],0.8
508170,4.2,4.0,[0 0 1 1 2],0.69,[0 0 2 0 2],1.0
508174,3.8,2.8,[0 0 2 2 1],0.56,[2 0 1 1 1],2.56
508227,4.0,3.4,[0 1 1 2 3],1.14,[2 0 1 1 3],2.82
508236,2.8,3.0,[0 2 2 1 0],0.56,[1 0 3 0 1],1.6
508247,4.3,3.1,[0 0 1 3 3],0.49,[2 1 0 2 2],2.69
508252,3.7,3.5,[0 0 3 2 1],0.56,[1 0 1 3 1],1.58
508266,4.0,3.8,[0 0 2 5 2],0.44,[0 1 2 4 2],0.84
508323,4.3,3.6,[ 0  1  2 16 13],0.51,[ 3  3  9  7 10],1.62
508335,3.2,3.1,[7 0 3 1 8],3.19,[2 7 2 4 4],1.84
508342,3.8,3.6,[0 0 2 2 1],0.56,[0 1 0 4 0],0.64
508343,4.4,4.3,[0 0 2 0 5],0.82,[0 0 1 3 3],0.49
508349,2.0,4.0,[0 1 0 0 0],0.0,[0 0 0 1 0],0.0
508379,4.7,4.3,[0 0 1 0 5],0.56,[0 0 1 2 3],0.56
508439,4.0,2.0,[0 0 0 2 0],0.0,[1 0 1 0 0],1.0
508456,4.2,4.6,[0 0 0 4 1],0.16,[0 0 0 2 3],0.24
508461,3.6,4.1,[0 1 1 6 0],0.48,[0 0 1 5 2],0.36
508473,3.6,4.2,[0 0 3 1 1],0.64,[0 0 0 4 1],0.16
508480,3.5,3.3,[0 1 3 6 0],0.45,[1 3 0 4 2],1.81
508483,5.0,5.0,[0 0 0 0 2],0.0,[0 0 0 0 2],0.0
508491,5.0,3.8,[0 0 0 0 4],0.0,[0 1 0 2 1],1.19
508534,3.6,3.3,[ 4  1  3  0 10],2.79,[1 4 5 5 3],1.31
508573,3.3,3.3,[ 0  2 14  4  2],0.56,[1 4 6 9 2],1.04
508584,3.2,3.5,[ 0  2 16  5  1],0.41,[ 1  2 10  6  5],1.08
508609,3.5,3.5,[ 1  2  7 11  2],0.86,[2 3 5 8 5],1.47
508615,3.2,3.6,[0 2 5 4 0],0.51,[2 0 2 3 4],2.05
508640,4.1,3.4,[0 0 5 6 7],0.65,[1 3 4 7 3],1.25
508647,3.3,4.2,[0 1 2 3 0],0.56,[0 0 1 3 2],0.47
508652,3.5,3.5,[ 0  4  6 10  2],0.79,[ 1  3  5 10  3],1.07
508662,4.3,3.9,[ 0  1  4  0 11],1.09,[2 1 1 5 7],1.86
508706,3.8,3.2,[1 0 0 2 2],2.16,[0 0 4 1 0],0.16
508710,3.2,4.0,[0 1 4 0 1],0.81,[0 0 2 2 2],0.67
508753,3.1,3.7,[2 1 0 2 2],2.69,[1 0 1 3 2],1.63
508766,3.9,3.2,[0 0 3 8 2],0.38,[2 0 4 7 0],1.1
508781,4.9,3.9,[0 0 0 1 6],0.12,[0 0 3 2 2],0.69
508799,4.4,4.4,[0 0 0 3 2],0.24,[0 0 0 3 2],0.24
508820,3.3,3.5,[0 3 2 4 1],1.01,[1 0 4 3 2],1.25
508852,3.6,2.9,[1 3 4 6 5],1.4,[2 4 7 5 1],1.1
508867,4.5,4.0,[0 0 0 1 1],0.25,[0 0 1 0 1],1.0
508890,3.7,3.5,[0 2 0 2 2],1.56,[1 0 0 5 0],1.25
508894,3.0,3.3,[1 1 6 1 1],1.0,[1 2 3 1 3],1.81
508897,4.8,4.2,[0 0 0 1 3],0.19,[0 0 1 1 2],0.69
508911,3.8,3.6,[0 0 3 0 2],0.96,[1 0 0 3 1],1.84
508915,3.8,3.8,[0 0 3 9 1],0.28,[0 1 5 3 4],0.95
508927,3.7,3.4,[ 1  2  5 23  2],0.64,[ 0 11  6  8  8],1.39
508929,4.3,4.2,[0 0 0 4 2],0.22,[1 0 0 1 4],2.14
508942,4.8,2.6,[0 0 0 1 4],0.16,[0 2 3 0 0],0.24
508947,4.2,3.7,[0 0 2 1 3],0.81,[0 1 2 1 2],1.22
508949,3.5,4.0,[0 0 2 2 0],0.25,[0 0 2 0 2],1.0
508967,4.2,3.5,[0 0 1 1 2],0.69,[1 0 0 2 1],2.25
508968,3.1,3.5,[ 0  3 13  5  0],0.37,[2 1 6 9 3],1.2
509009,3.8,3.0,[0 1 1 0 2],1.69,[1 0 1 2 0],1.5
509040,3.2,2.8,[2 0 0 3 1],2.47,[2 0 1 3 0],1.81
509042,4.5,4.5,[0 0 0 1 1],0.25,[0 0 0 1 1],0.25
509065,3.8,3.4,[0 0 3 0 2],0.96,[1 0 1 2 1],1.84
509073,4.3,3.7,[1 0 0 0 5],2.22,[0 0 3 2 1],0.56
509138,4.4,3.5,[0 0 1 3 4],0.48,[1 1 1 3 2],1.75
509158,3.7,2.8,[0 1 1 9 0],0.38,[2 3 2 3 1],1.6
509180,3.3,3.2,[0 0 4 2 0],0.22,[0 3 1 0 2],1.81
509213,3.7,3.5,[0 0 7 7 2],0.46,[1 2 4 6 3],1.25
509220,3.5,4.0,[0 0 1 1 0],0.25,[0 0 1 0 1],1.0
509231,4.0,1.0,[0 0 0 1 0],0.0,[1 0 0 0 0],0.0
509239,4.4,3.6,[0 1 0 0 4],1.44,[0 1 0 4 0],0.64
509245,3.2,3.5,[1 0 0 3 0],1.69,[1 0 0 2 1],2.25
509277,4.1,3.2,[0 0 3 4 4],0.63,[1 1 5 3 1],1.06
509324,4.2,3.0,[0 0 1 1 2],0.69,[1 0 2 0 1],2.0
509331,3.4,3.1,[1 1 5 5 2],1.1,[2 3 3 3 3],1.84
509344,3.5,3.3,[0 0 3 3 0],0.25,[0 1 2 3 0],0.56
509365,4.5,2.0,[0 0 0 1 1],0.25,[1 0 1 0 0],1.0
509390,3.7,3.7,[0 0 3 2 1],0.56,[1 0 1 2 2],1.89
509396,3.1,3.7,[1 1 2 2 1],1.55,[0 2 0 3 2],1.35
509410,4.2,3.8,[0 1 0 1 3],1.36,[0 0 2 2 1],0.56
509415,4.0,4.2,[0 0 2 2 2],0.67,[0 0 1 3 2],0.47
509431,4.0,3.5,[1 0 0 0 3],3.0,[0 1 1 1 1],1.25
509445,4.2,3.6,[1 0 0 6 6],1.1,[2 0 4 2 5],1.93
509486,3.2,3.4,[0 2 4 4 0],0.56,[1 1 2 5 1],1.24
509488,3.0,2.8,[0 1 4 1 0],0.33,[1 1 3 0 1],1.47
509496,3.6,3.4,[ 0  3 11 14  4],0.68,[ 2  5  8 13  4],1.17
509518,3.5,3.7,[0 1 5 5 1],0.58,[0 1 6 1 4],1.06
509532,2.6,2.8,[1 6 3 1 1],1.08,[2 1 6 3 0],0.97
509554,3.6,3.6,[0 2 4 3 3],1.08,[1 1 3 4 3],1.41
509566,4.0,2.3,[0 0 1 1 1],0.67,[1 1 0 1 0],1.56
509575,3.6,2.8,[0 2 0 1 2],1.84,[0 2 2 1 0],0.56
509577,4.5,3.7,[0 0 0 3 3],0.25,[1 0 0 4 1],1.56
509602,2.8,3.2,[1 1 1 0 1],2.19,[0 1 2 0 1],1.19
509671,4.5,3.8,[0 0 1 0 3],0.75,[0 0 2 1 1],0.69
509683,4.0,3.9,[0 0 1 5 1],0.29,[0 0 2 4 1],0.41
509684,3.1,3.3,[2 3 4 3 3],1.72,[1 2 6 4 2],1.13
509701,3.1,3.7,[0 0 9 1 0],0.09,[1 1 1 4 3],1.61
509703,3.2,3.3,[0 1 8 3 0],0.31,[2 3 0 3 4],2.39
509704,3.0,3.2,[1 0 3 0 1],1.6,[0 1 3 0 1],0.96
509735,4.0,3.6,[0 1 0 4 2],0.86,[0 2 1 2 2],1.39
509744,3.4,3.7,[0 0 5 4 0],0.25,[0 0 4 4 1],0.44
509754,4.0,3.0,[0 0 0 2 0],0.0,[0 1 0 1 0],1.0
509775,4.0,4.0,[0 0 1 0 1],1.0,[0 0 0 2 0],0.0
509796,4.0,4.2,[0 0 0 4 0],0.0,[0 1 0 0 3],1.69
509841,3.3,3.7,[0 1 1 0 1],1.56,[0 0 2 0 1],0.89
509859,4.4,3.6,[0 0 0 4 3],0.24,[0 1 3 1 2],1.1
509860,3.3,3.5,[1 1 8 6 1],0.8,[2 2 4 4 5],1.78
509864,3.5,3.4,[0 1 8 9 1],0.46,[4 1 2 8 4],2.02
509928,4.2,3.6,[0 0 2 3 4],0.62,[0 2 2 3 2],1.14
509952,3.4,3.3,[1 0 3 1 2],1.67,[0 1 3 3 0],0.49
509953,3.3,3.3,[0 0 2 1 0],0.22,[0 1 0 2 0],0.89
509987,3.2,3.3,[3 2 6 9 2],1.36,[1 4 7 8 2],1.02
510020,4.0,3.5,[0 0 0 2 0],0.0,[0 0 1 1 0],0.25
510028,3.4,3.8,[0 2 2 4 1],0.91,[0 2 1 3 3],1.28
510068,4.5,3.4,[0 0 1 3 6],0.45,[1 2 2 2 3],1.84
510073,3.0,1.5,[0 0 2 0 0],0.0,[1 1 0 0 0],0.25
510095,4.0,5.0,[0 0 0 3 0],0.0,[0 0 0 0 3],0.0
510103,3.1,3.6,[ 2  4 14  6  2],0.92,[ 3  2  6 10  7],1.53
510117,3.5,3.0,[0 3 2 4 2],1.16,[1 4 1 4 1],1.45
510124,4.6,4.2,[0 0 1 0 4],0.64,[0 0 1 2 2],0.56
510158,4.8,3.8,[0 0 0 1 5],0.14,[0 1 1 2 2],1.14
510160,3.8,3.3,[0 0 4 3 2],0.62,[1 1 3 2 2],1.56
510178,4.5,3.8,[0 0 0 6 7],0.25,[1 1 2 5 4],1.41
510180,3.8,3.2,[0 0 4 8 1],0.33,[2 0 5 5 1],1.25
510189,3.6,3.8,[1 1 1 6 2],1.32,[1 0 3 3 4],1.42
510261,3.7,2.7,[0 0 2 4 0],0.22,[1 2 1 2 0],1.22
510262,4.0,4.0,[0 0 0 4 0],0.0,[0 0 2 0 2],1.0
510319,4.2,4.0,[0 0 2 0 3],0.96,[0 0 1 3 1],0.4
510373,3.1,3.1,[1 2 0 5 0],1.36,[2 1 1 2 2],2.36
510378,3.8,3.8,[0 1 3 1 3],1.19,[1 1 0 3 3],1.94
510386,4.0,3.9,[0 1 3 4 5],0.92,[0 1 4 3 5],0.99
510418,2.8,3.8,[0 4 0 1 1],1.47,[0 1 1 2 2],1.14
510426,3.1,3.3,[0 1 4 2 0],0.41,[0 2 2 2 1],1.06
510438,3.7,3.4,[ 0  3  5 10  5],0.89,[2 3 8 3 7],1.64
510452,2.3,4.7,[1 0 2 0 0],0.89,[0 0 0 1 2],0.22
510521,4.3,3.4,[0 0 0 5 2],0.2,[1 1 1 2 2],1.96
510535,3.8,3.6,[0 1 9 6 6],0.81,[1 1 7 9 4],0.96
510539,4.0,3.0,[0 0 2 3 2],0.57,[2 0 2 2 1],2.0
510573,3.4,3.3,[0 1 3 5 0],0.47,[0 2 3 3 1],0.89
510589,4.0,4.2,[0 0 1 2 1],0.5,[0 0 0 3 1],0.19
510590,4.3,4.0,[0 1 1 1 6],1.11,[0 1 1 4 3],0.89
510593,4.1,4.1,[0 1 1 2 4],1.11,[0 0 1 5 2],0.36
510597,3.4,3.7,[1 1 2 5 1],1.24,[1 0 3 3 3],1.41
510614,4.5,3.2,[0 0 0 2 2],0.25,[1 0 1 1 1],2.19
510641,3.4,3.1,[0 0 8 6 0],0.24,[2 3 4 2 3],1.78
510676,3.4,3.4,[1 0 1 2 1],1.84,[1 0 2 0 2],2.24
510684,4.0,3.4,[0 0 2 1 2],0.8,[0 1 2 1 1],1.04
510712,4.0,2.5,[0 0 0 2 0],0.0,[1 0 0 1 0],2.25
510719,3.8,3.9,[0 0 4 3 2],0.62,[1 0 1 4 3],1.43
510765,2.8,3.0,[2 2 8 1 1],1.03,[1 5 3 3 2],1.43
510771,4.6,3.7,[0 0 0 3 4],0.24,[0 1 2 2 2],1.06
510792,3.5,3.7,[0 1 3 0 2],1.25,[0 0 4 0 2],0.89
510820,4.7,3.6,[0 0 1 2 9],0.39,[0 1 5 4 2],0.74
510834,3.7,3.5,[ 0  1 12 12  5],0.61,[4 1 9 9 7],1.58
510848,4.5,4.0,[0 0 0 1 1],0.25,[0 0 1 0 1],1.0
510920,3.0,3.5,[1 1 1 3 0],1.33,[1 1 0 2 2],2.25
510924,3.6,4.4,[1 0 1 1 2],2.24,[0 0 0 3 2],0.24
510942,3.6,3.1,[0 0 7 5 2],0.52,[3 1 4 4 2],1.78
510959,3.0,2.6,[0 1 6 1 0],0.25,[1 3 2 2 0],0.98
510970,2.8,3.2,[1 2 6 2 0],0.69,[1 0 7 2 1],0.88
510996,3.8,3.4,[0 1 1 1 2],1.36,[0 0 3 2 0],0.24
511017,3.8,3.8,[0 1 3 4 3],0.88,[0 1 2 6 2],0.69
511029,3.5,4.5,[0 1 1 1 1],1.25,[0 0 1 0 3],0.75
511054,4.0,3.7,[0 0 2 2 2],0.67,[1 1 0 1 3],2.56
511112,3.8,3.1,[0 2 3 6 4],0.96,[2 4 2 5 2],1.66
511150,3.6,3.0,[0 0 2 3 0],0.24,[1 0 3 0 1],1.6
511151,3.8,3.5,[0 0 2 3 1],0.47,[1 1 1 0 3],2.58
511178,3.3,4.3,[1 0 0 1 1],2.89,[0 0 0 2 1],0.22
511183,3.8,3.8,[0 1 1 1 2],1.36,[0 0 2 2 1],0.56
511222,4.1,3.0,[0 0 2 6 3],0.45,[2 0 5 4 0],1.09
511234,4.2,4.2,[0 1 1 3 5],0.96,[0 1 0 5 4],0.76
511272,3.9,3.6,[1 0 1 2 3],1.84,[0 1 2 3 1],0.82
511306,4.0,3.3,[0 0 0 3 0],0.0,[1 0 0 1 1],2.89
511339,3.0,3.6,[0 2 2 0 1],1.2,[0 0 3 1 1],0.64
511340,3.8,3.8,[ 0  0  2 11  0],0.13,[1 2 0 5 5],1.67
511342,3.5,3.2,[0 1 1 1 1],1.25,[1 1 0 0 2],3.19
511364,4.2,4.8,[0 0 1 1 2],0.69,[0 0 0 1 3],0.19
511401,4.0,3.6,[0 1 1 2 3],1.14,[0 1 2 3 1],0.82
511428,3.8,3.2,[0 0 9 9 5],0.58,[3 4 7 4 5],1.71
511432,2.3,2.7,[2 1 2 1 0],1.22,[1 1 3 1 0],0.89
511458,3.7,3.4,[1 0 4 1 4],1.61,[1 2 1 4 2],1.64
511460,4.0,4.0,[0 0 1 0 1],1.0,[0 0 0 2 0],0.0
511476,4.0,3.3,[0 0 1 4 1],0.33,[2 0 0 2 2],2.89
511539,3.8,2.8,[0 0 2 2 1],0.56,[2 0 1 1 1],2.56
511569,4.5,3.5,[0 0 0 1 1],0.25,[0 0 1 1 0],0.25
511572,3.7,3.3,[0 1 1 3 1],0.89,[0 1 3 1 1],0.89
511607,3.0,3.5,[0 0 4 0 0],0.0,[0 0 2 2 0],0.25
511613,3.6,3.1,[1 2 1 3 4],1.87,[2 2 2 3 2],1.9
511641,3.5,3.5,[0 0 3 0 1],0.75,[0 1 1 1 1],1.25
511655,3.8,3.7,[0 0 4 7 1],0.35,[1 0 3 6 2],1.06
511664,2.9,2.7,[1 5 3 4 1],1.21,[2 5 4 1 2],1.49
511697,3.4,3.2,[1 1 2 5 1],1.24,[1 3 0 5 1],1.56
511700,3.9,3.4,[0 0 1 8 0],0.1,[2 1 0 3 3],2.47
511724,3.4,3.8,[2 0 2 2 3],2.25,[0 1 3 2 3],1.06
511728,4.2,3.2,[0 0 2 5 4],0.51,[3 1 1 3 3],2.51
511736,4.0,3.0,[0 0 1 1 1],0.67,[1 0 0 2 0],2.0
511772,4.5,4.5,[0 0 0 1 1],0.25,[0 0 0 1 1],0.25
511811,3.4,3.4,[0 2 2 3 1],0.98,[1 1 0 6 0],1.23
511813,4.2,4.4,[0 0 1 2 2],0.56,[0 0 0 3 2],0.24
511815,3.8,4.0,[0 0 1 3 0],0.19,[0 0 1 2 1],0.5
511847,3.0,3.4,[3 2 9 5 1],1.15,[3 3 2 7 5],1.94
511883,3.1,3.5,[2 5 5 6 3],1.46,[2 3 4 7 5],1.58
511899,3.3,3.5,[ 1  1 11 11  0],0.56,[1 3 9 4 7],1.33
511913,3.5,3.5,[0 3 0 3 2],1.5,[1 0 3 2 2],1.5
511923,3.8,3.2,[1 0 1 0 3],2.56,[1 0 2 1 1],1.76
511936,3.5,3.7,[1 1 5 4 3],1.25,[1 0 4 6 3],1.06
511942,3.6,3.4,[1 2 2 3 4],1.74,[1 1 4 4 2],1.24
511943,3.8,4.0,[0 0 2 2 1],0.56,[0 0 2 1 2],0.8
511974,4.2,4.3,[0 0 1 3 2],0.47,[0 0 1 2 3],0.56
512028,3.5,3.2,[0 1 2 2 1],0.92,[1 0 3 1 1],1.47
512037,4.2,4.2,[0 0 0 3 1],0.19,[0 0 0 3 1],0.19
512041,4.2,3.5,[0 0 1 1 2],0.69,[0 1 0 3 0],0.75
512063,3.9,4.4,[0 1 2 1 3],1.27,[0 0 0 4 3],0.24
512069,3.8,3.0,[0 0 2 1 1],0.69,[0 1 2 1 0],0.5
512089,3.6,3.8,[0 0 5 3 1],0.47,[0 1 3 2 3],1.06
512096,4.3,4.1,[1 0 0 1 5],1.92,[0 0 2 2 3],0.69
512101,3.4,3.7,[1 1 3 6 1],1.08,[1 2 1 4 4],1.72
512117,3.1,3.7,[1 4 5 4 2],1.23,[1 1 4 6 4],1.21
512127,5.0,4.0,[0 0 0 0 2],0.0,[0 0 1 0 1],1.0
512128,5.0,4.5,[0 0 0 0 2],0.0,[0 0 0 1 1],0.25
512135,3.7,3.4,[0 0 4 1 2],0.78,[1 2 0 1 3],2.53
512185,3.6,3.8,[2 0 2 1 4],2.47,[0 2 2 1 4],1.51
512189,3.7,4.0,[0 0 1 2 0],0.22,[0 0 0 3 0],0.0
512216,3.6,3.5,[0 1 3 6 1],0.6,[0 1 5 3 2],0.79
512223,4.5,3.5,[0 0 1 0 3],0.75,[1 0 0 2 1],2.25
512278,3.8,3.3,[0 4 5 5 8],1.27,[4 4 3 4 7],2.29
512284,3.3,2.7,[0 1 3 1 1],0.89,[1 2 1 2 0],1.22
512295,3.2,3.4,[0 0 7 0 1],0.44,[0 2 2 3 1],0.98
512296,3.5,2.0,[0 0 2 2 0],0.25,[2 0 2 0 0],1.0
512303,3.7,3.6,[ 0  2 13 11  7],0.76,[ 1  4 10 10  8],1.15
512352,3.5,2.8,[0 2 5 4 2],0.86,[2 3 4 3 1],1.36
512376,4.0,4.0,[0 0 1 3 1],0.4,[0 1 0 2 2],1.2
512388,3.3,4.0,[2 1 0 4 2],2.22,[0 0 3 3 3],0.67
512455,3.5,3.2,[1 0 1 3 1],1.58,[1 1 1 2 1],1.81
512469,4.0,3.1,[1 0 2 6 5],1.14,[2 2 2 8 0],1.27
512477,4.5,4.8,[0 0 0 2 2],0.25,[0 0 0 1 3],0.19
512480,4.8,3.2,[0 0 0 1 3],0.19,[1 0 1 1 1],2.19
512484,4.0,4.0,[1 0 1 1 4],2.0,[0 0 3 1 3],0.86
512488,4.1,4.3,[0 0 2 2 3],0.69,[0 0 1 3 3],0.49
512505,2.4,2.9,[1 3 2 1 0],0.82,[1 1 3 2 0],0.98
512536,4.4,3.3,[0 0 0 5 4],0.25,[2 0 2 3 2],2.0
512541,4.3,3.3,[0 0 3 2 7],0.72,[1 2 2 6 1],1.22
512598,3.1,3.4,[1 1 5 4 0],0.81,[2 0 2 6 1],1.5
512629,3.2,3.3,[0 1 7 4 0],0.35,[1 3 1 5 2],1.56
512633,3.6,3.5,[0 0 8 4 2],0.53,[1 2 2 7 2],1.25
512672,4.2,3.5,[0 0 2 7 4],0.44,[1 1 3 7 1],1.02
512690,3.6,3.9,[0 2 4 3 3],1.08,[0 2 1 5 4],1.08
512694,4.6,4.4,[0 0 0 2 3],0.24,[0 0 0 3 2],0.24
512697,3.0,3.2,[0 3 4 1 1],0.89,[0 2 4 2 1],0.84
512700,4.5,4.5,[0 0 2 0 6],0.75,[0 0 1 2 5],0.5
512722,3.5,3.7,[1 0 3 7 0],0.79,[1 0 3 4 3],1.29
512742,3.9,3.7,[0 2 1 2 4],1.43,[0 3 1 1 4],1.78
512756,3.9,3.6,[0 0 2 4 1],0.41,[0 0 4 2 1],0.53
512774,3.8,3.6,[1 1 4 2 6],1.6,[1 1 4 4 4],1.37
512776,3.0,2.8,[0 1 2 1 0],0.5,[1 0 2 1 0],1.19
512820,3.9,3.7,[0 0 3 2 2],0.69,[0 0 3 3 1],0.49
512837,4.0,3.5,[0 0 0 4 0],0.0,[0 1 1 1 1],1.25
512852,3.9,3.2,[0 0 3 5 2],0.49,[1 0 5 4 0],0.76
512865,4.1,3.3,[0 0 2 2 3],0.69,[2 0 1 2 2],2.49
512899,4.3,4.0,[0 0 1 6 4],0.38,[0 1 1 6 3],0.73
512952,3.7,3.3,[1 0 0 0 2],3.56,[0 0 2 1 0],0.22
512966,2.9,3.5,[2 3 7 4 1],1.11,[0 2 6 7 2],0.72
512995,3.4,4.1,[ 0  0 11  6  0],0.23,[ 1  0  0 12  4],0.76
513010,3.8,3.0,[0 0 1 5 0],0.14,[1 0 3 2 0],1.0
513026,3.7,3.4,[0 0 5 8 1],0.35,[0 3 4 5 2],0.96
513031,4.2,3.0,[0 0 1 2 2],0.56,[0 3 0 1 1],1.6
513050,3.4,3.7,[0 0 5 1 1],0.53,[0 1 0 6 0],0.49
513053,4.2,4.4,[0 0 1 4 3],0.44,[0 0 2 1 5],0.73
513085,3.9,3.9,[0 1 4 7 5],0.76,[0 4 1 5 7],1.4
513119,3.7,3.3,[0 0 3 2 1],0.56,[1 0 2 2 1],1.56
513120,3.9,3.6,[0 1 3 7 4],0.73,[0 2 4 7 2],0.77
513154,3.0,3.6,[1 0 6 0 1],1.0,[1 1 1 2 3],1.98
513163,2.0,3.0,[0 1 0 0 0],0.0,[0 0 1 0 0],0.0
513187,4.6,3.2,[0 0 1 2 7],0.44,[2 0 4 2 2],1.76
513202,3.2,3.2,[0 0 5 1 0],0.14,[1 1 1 2 1],1.81
513207,4.2,4.2,[0 0 0 3 1],0.19,[0 0 0 3 1],0.19
513210,4.0,3.8,[0 2 4 4 8],1.11,[0 3 2 8 5],1.03
513285,3.4,3.3,[0 3 5 5 2],0.91,[1 1 7 4 2],1.02
513306,3.5,4.0,[0 0 1 1 0],0.25,[0 0 1 0 1],1.0
513313,2.9,3.1,[0 3 4 2 0],0.54,[2 1 0 6 0],1.65
513398,3.1,2.9,[0 2 2 3 0],0.69,[0 3 2 2 0],0.69
513412,3.6,3.6,[1 0 1 5 1],1.23,[0 1 3 2 2],0.98
513479,2.9,3.2,[1 5 7 3 1],0.93,[3 2 3 6 3],1.83
513482,3.7,3.4,[0 0 4 5 1],0.41,[1 1 3 3 2],1.44
513483,3.7,3.8,[0 0 3 2 1],0.56,[0 0 1 5 0],0.14
513494,4.0,4.0,[0 0 1 0 1],1.0,[0 0 1 0 1],1.0
513497,4.3,4.3,[0 0 2 0 4],0.89,[0 0 2 0 4],0.89
513501,4.1,3.5,[ 0  1  3 12  8],0.61,[2 2 8 6 6],1.42
513509,4.7,3.3,[0 0 0 1 2],0.22,[0 0 2 1 0],0.22
513544,3.5,3.8,[0 1 2 2 1],0.92,[0 0 1 5 0],0.14
513562,3.7,3.6,[0 0 4 4 1],0.44,[1 1 2 2 3],1.8
513575,3.0,4.0,[0 0 2 0 0],0.0,[0 0 0 2 0],0.0
513585,3.5,3.8,[0 1 1 1 1],1.25,[1 0 0 1 2],2.69
513586,3.2,3.2,[0 0 4 1 0],0.16,[0 1 2 2 0],0.56
513589,3.0,3.7,[1 1 6 3 0],0.73,[1 1 1 5 3],1.47
513591,3.4,3.2,[0 1 2 1 1],1.04,[1 0 1 3 0],1.36
513618,2.7,2.7,[0 1 2 0 0],0.22,[1 0 1 1 0],1.56
513632,3.8,4.0,[0 1 1 1 2],1.36,[0 0 1 3 1],0.4
513636,3.6,3.2,[1 0 0 3 1],1.84,[1 1 1 0 2],2.56
513657,3.5,3.5,[0 1 1 4 0],0.58,[1 1 0 2 2],2.25
513664,2.9,3.0,[0 4 7 3 0],0.49,[1 4 5 2 2],1.29
513686,3.3,3.5,[0 0 4 2 0],0.22,[1 0 1 3 1],1.58
513699,4.0,4.2,[0 0 2 2 2],0.67,[0 1 0 2 3],1.14
513727,3.5,3.7,[0 1 1 4 0],0.58,[0 1 1 3 1],0.89
513728,3.3,3.0,[0 0 4 2 0],0.22,[0 2 2 2 0],0.67
513735,4.6,3.8,[0 0 1 0 4],0.64,[0 0 2 2 1],0.56
513766,3.0,2.7,[1 0 4 2 0],0.86,[2 1 1 3 0],1.63
513773,3.4,3.4,[0 0 3 2 0],0.24,[0 0 3 2 0],0.24
513830,3.8,3.9,[0 2 2 2 4],1.36,[1 0 1 5 3],1.29
513837,4.5,3.5,[0 0 1 0 3],0.75,[1 0 0 2 1],2.25
513838,3.4,3.6,[0 0 3 2 0],0.24,[0 0 3 1 1],0.64
513841,3.5,3.4,[0 2 6 7 2],0.72,[3 1 2 8 3],1.77
513842,3.5,2.9,[0 1 7 4 2],0.68,[4 1 3 5 1],1.84
513847,4.0,4.0,[0 0 2 1 2],0.8,[0 0 1 3 1],0.4
513864,4.0,3.6,[0 0 1 3 1],0.4,[0 0 2 3 0],0.24
513867,4.5,3.5,[0 0 0 1 1],0.25,[0 0 1 1 0],0.25
513878,3.3,3.6,[0 2 3 3 1],0.89,[0 1 3 4 1],0.69
513887,2.8,3.0,[0 2 1 1 0],0.69,[1 1 0 1 1],2.5
513900,4.1,3.6,[0 0 3 1 4],0.86,[1 0 1 5 1],1.23
513930,3.9,4.0,[0 0 2 5 1],0.36,[0 0 3 2 3],0.75
513933,3.7,3.0,[ 0  1 10  9  4],0.64,[6 1 6 8 3],1.87
513953,4.1,4.1,[0 0 3 1 4],0.86,[0 0 1 5 2],0.36
513957,4.0,3.8,[0 1 1 5 3],0.8,[1 1 1 3 4],1.76
513960,3.0,2.6,[2 0 3 0 2],2.29,[2 1 2 2 0],1.39
513976,3.5,3.8,[0 1 6 3 2],0.75,[1 0 3 4 4],1.31
